date,latest_close,previous_close,stock_ticker
2025-02-03T00:00:00.000Z,227.759879333,235.7411145239,AAPL
2025-02-04T00:00:00.000Z,232.5446248355,227.759879333,AAPL
2025-02-05T00:00:00.000Z,232.2149868363,232.5446248355,AAPL
2025-02-06T00:00:00.000Z,232.9641641071,232.2149868363,AAPL
2025-02-07T00:00:00.000Z,227.3802961825,232.9641641071,AAPL
2025-02-10T00:00:00.000Z,227.65,227.3802961825,AAPL
2025-02-11T00:00:00.000Z,232.62,227.65,AAPL
2025-02-12T00:00:00.000Z,236.87,232.62,AAPL
2025-02-13T00:00:00.000Z,241.53,236.87,AAPL
2025-02-14T00:00:00.000Z,244.6,241.53,AAPL
2025-02-18T00:00:00.000Z,244.47,244.6,AAPL
2025-02-19T00:00:00.000Z,244.87,244.47,AAPL
2025-02-20T00:00:00.000Z,245.83,244.87,AAPL
2025-02-21T00:00:00.000Z,245.55,245.83,AAPL
2025-02-24T00:00:00.000Z,247.1,245.55,AAPL
2025-02-25T00:00:00.000Z,247.04,247.1,AAPL
2025-02-26T00:00:00.000Z,240.36,247.04,AAPL
2025-02-27T00:00:00.000Z,237.3,240.36,AAPL
2025-02-28T00:00:00.000Z,241.84,237.3,AAPL
2025-03-03T00:00:00.000Z,238.03,241.84,AAPL
2025-03-04T00:00:00.000Z,235.93,238.03,AAPL
2025-03-05T00:00:00.000Z,235.74,235.93,AAPL
2025-03-06T00:00:00.000Z,235.33,235.74,AAPL
2025-03-07T00:00:00.000Z,239.07,235.33,AAPL
2025-03-10T00:00:00.000Z,227.48,239.07,AAPL
2025-03-11T00:00:00.000Z,220.84,227.48,AAPL
2025-03-12T00:00:00.000Z,216.98,220.84,AAPL
2025-03-13T00:00:00.000Z,209.68,216.98,AAPL
2025-03-14T00:00:00.000Z,213.49,209.68,AAPL
2025-03-17T00:00:00.000Z,214.0,213.49,AAPL
2025-03-18T00:00:00.000Z,212.69,214.0,AAPL
2025-03-19T00:00:00.000Z,215.24,212.69,AAPL
2025-03-20T00:00:00.000Z,214.1,215.24,AAPL
2025-03-21T00:00:00.000Z,218.27,214.1,AAPL
2025-03-24T00:00:00.000Z,220.73,218.27,AAPL
2025-03-25T00:00:00.000Z,223.75,220.73,AAPL
2025-03-26T00:00:00.000Z,221.53,223.75,AAPL
2025-03-27T00:00:00.000Z,223.85,221.53,AAPL
2025-03-28T00:00:00.000Z,217.9,223.85,AAPL
2025-03-31T00:00:00.000Z,222.13,217.9,AAPL
2025-04-01T00:00:00.000Z,223.19,222.13,AAPL
2025-04-02T00:00:00.000Z,223.89,223.19,AAPL
2025-04-03T00:00:00.000Z,203.19,223.89,AAPL
2025-04-04T00:00:00.000Z,188.38,203.19,AAPL
2025-04-07T00:00:00.000Z,181.46,188.38,AAPL
2025-04-08T00:00:00.000Z,172.42,181.46,AAPL
2025-04-09T00:00:00.000Z,198.85,172.42,AAPL
2025-04-10T00:00:00.000Z,190.42,198.85,AAPL
2025-04-11T00:00:00.000Z,198.15,190.42,AAPL
2025-04-14T00:00:00.000Z,202.52,198.15,AAPL
2025-04-15T00:00:00.000Z,202.14,202.52,AAPL
2025-04-16T00:00:00.000Z,194.27,202.14,AAPL
2025-04-17T00:00:00.000Z,196.98,194.27,AAPL
2025-04-21T00:00:00.000Z,193.16,196.98,AAPL
2025-04-22T00:00:00.000Z,199.74,193.16,AAPL
2025-04-23T00:00:00.000Z,204.6,199.74,AAPL
2025-04-24T00:00:00.000Z,208.37,204.6,AAPL
2025-04-25T00:00:00.000Z,209.28,208.37,AAPL
2025-04-28T00:00:00.000Z,210.14,209.28,AAPL
2025-04-29T00:00:00.000Z,211.21,210.14,AAPL
2025-04-30T00:00:00.000Z,212.5,211.21,AAPL
2025-05-01T00:00:00.000Z,213.32,212.5,AAPL
2025-05-02T00:00:00.000Z,205.35,213.32,AAPL
2025-05-05T00:00:00.000Z,198.89,205.35,AAPL
2025-05-06T00:00:00.000Z,198.51,198.89,AAPL
2025-05-07T00:00:00.000Z,196.25,198.51,AAPL
2025-02-03T00:00:00.000Z,410.1020232157,414.2337821374,MSFT
2025-02-04T00:00:00.000Z,411.5491368477,410.1020232157,MSFT
2025-02-05T00:00:00.000Z,412.4673054969,411.5491368477,MSFT
2025-02-06T00:00:00.000Z,414.9922692824,412.4673054969,MSFT
2025-02-07T00:00:00.000Z,408.934352216,414.9922692824,MSFT
2025-02-10T00:00:00.000Z,411.3994354375,408.934352216,MSFT
2025-02-11T00:00:00.000Z,410.6209881044,411.3994354375,MSFT
2025-02-12T00:00:00.000Z,408.2257655411,410.6209881044,MSFT
2025-02-13T00:00:00.000Z,409.7227796431,408.2257655411,MSFT
2025-02-14T00:00:00.000Z,407.6169798062,409.7227796431,MSFT
2025-02-18T00:00:00.000Z,408.8245711819,407.6169798062,MSFT
2025-02-19T00:00:00.000Z,413.944359411,408.8245711819,MSFT
2025-02-20T00:00:00.000Z,416.13,413.944359411,MSFT
2025-02-21T00:00:00.000Z,408.21,416.13,MSFT
2025-02-24T00:00:00.000Z,404.0,408.21,MSFT
2025-02-25T00:00:00.000Z,397.9,404.0,MSFT
2025-02-26T00:00:00.000Z,399.73,397.9,MSFT
2025-02-27T00:00:00.000Z,392.53,399.73,MSFT
2025-02-28T00:00:00.000Z,396.99,392.53,MSFT
2025-03-03T00:00:00.000Z,388.49,396.99,MSFT
2025-03-04T00:00:00.000Z,388.61,388.49,MSFT
2025-03-05T00:00:00.000Z,401.02,388.61,MSFT
2025-03-06T00:00:00.000Z,396.89,401.02,MSFT
2025-03-07T00:00:00.000Z,393.31,396.89,MSFT
2025-03-10T00:00:00.000Z,380.16,393.31,MSFT
2025-03-11T00:00:00.000Z,380.45,380.16,MSFT
2025-03-12T00:00:00.000Z,383.27,380.45,MSFT
2025-03-13T00:00:00.000Z,378.77,383.27,MSFT
2025-03-14T00:00:00.000Z,388.56,378.77,MSFT
2025-03-17T00:00:00.000Z,388.7,388.56,MSFT
2025-03-18T00:00:00.000Z,383.52,388.7,MSFT
2025-03-19T00:00:00.000Z,387.82,383.52,MSFT
2025-03-20T00:00:00.000Z,386.84,387.82,MSFT
2025-03-21T00:00:00.000Z,391.26,386.84,MSFT
2025-03-24T00:00:00.000Z,393.08,391.26,MSFT
2025-03-25T00:00:00.000Z,395.16,393.08,MSFT
2025-03-26T00:00:00.000Z,389.97,395.16,MSFT
2025-03-27T00:00:00.000Z,390.58,389.97,MSFT
2025-03-28T00:00:00.000Z,378.8,390.58,MSFT
2025-03-31T00:00:00.000Z,375.39,378.8,MSFT
2025-04-01T00:00:00.000Z,382.19,375.39,MSFT
2025-04-02T00:00:00.000Z,382.14,382.19,MSFT
2025-04-03T00:00:00.000Z,373.11,382.14,MSFT
2025-04-04T00:00:00.000Z,359.84,373.11,MSFT
2025-04-07T00:00:00.000Z,357.86,359.84,MSFT
2025-04-08T00:00:00.000Z,354.56,357.86,MSFT
2025-04-09T00:00:00.000Z,390.49,354.56,MSFT
2025-04-10T00:00:00.000Z,381.35,390.49,MSFT
2025-04-11T00:00:00.000Z,388.45,381.35,MSFT
2025-04-14T00:00:00.000Z,387.81,388.45,MSFT
2025-04-15T00:00:00.000Z,385.73,387.81,MSFT
2025-04-16T00:00:00.000Z,371.61,385.73,MSFT
2025-04-17T00:00:00.000Z,367.78,371.61,MSFT
2025-04-21T00:00:00.000Z,359.12,367.78,MSFT
2025-04-22T00:00:00.000Z,366.82,359.12,MSFT
2025-04-23T00:00:00.000Z,374.39,366.82,MSFT
2025-04-24T00:00:00.000Z,387.3,374.39,MSFT
2025-04-25T00:00:00.000Z,391.85,387.3,MSFT
2025-04-28T00:00:00.000Z,391.16,391.85,MSFT
2025-04-29T00:00:00.000Z,394.04,391.16,MSFT
2025-04-30T00:00:00.000Z,395.26,394.04,MSFT
2025-05-01T00:00:00.000Z,425.4,395.26,MSFT
2025-05-02T00:00:00.000Z,435.28,425.4,MSFT
2025-05-05T00:00:00.000Z,436.17,435.28,MSFT
2025-05-06T00:00:00.000Z,433.31,436.17,MSFT
2025-05-07T00:00:00.000Z,433.35,433.31,MSFT
2025-02-03T00:00:00.000Z,116.6499213823,120.0596267819,NVDA
2025-02-04T00:00:00.000Z,118.63974946,116.6499213823,NVDA
2025-02-05T00:00:00.000Z,124.8192155508,118.63974946,NVDA
2025-02-06T00:00:00.000Z,128.6688829374,124.8192155508,NVDA
2025-02-07T00:00:00.000Z,129.8287827214,128.6688829374,NVDA
2025-02-10T00:00:00.000Z,133.5584604752,129.8287827214,NVDA
2025-02-11T00:00:00.000Z,132.7885269978,133.5584604752,NVDA
2025-02-12T00:00:00.000Z,131.1286704104,132.7885269978,NVDA
2025-02-13T00:00:00.000Z,135.278311879,131.1286704104,NVDA
2025-02-14T00:00:00.000Z,138.8380043197,135.278311879,NVDA
2025-02-18T00:00:00.000Z,139.3879568035,138.8380043197,NVDA
2025-02-19T00:00:00.000Z,139.2179714903,139.3879568035,NVDA
2025-02-20T00:00:00.000Z,140.0978954644,139.2179714903,NVDA
2025-02-21T00:00:00.000Z,134.4183861771,140.0978954644,NVDA
2025-02-24T00:00:00.000Z,130.2687447084,134.4183861771,NVDA
2025-02-25T00:00:00.000Z,126.6190600432,130.2687447084,NVDA
2025-02-26T00:00:00.000Z,131.2686583153,126.6190600432,NVDA
2025-02-27T00:00:00.000Z,120.1396198704,131.2686583153,NVDA
2025-02-28T00:00:00.000Z,124.9092077754,120.1396198704,NVDA
2025-03-03T00:00:00.000Z,114.0501460043,124.9092077754,NVDA
2025-03-04T00:00:00.000Z,115.9799792657,114.0501460043,NVDA
2025-03-05T00:00:00.000Z,117.2898660907,115.9799792657,NVDA
2025-03-06T00:00:00.000Z,110.5604475162,117.2898660907,NVDA
2025-03-07T00:00:00.000Z,112.6802643629,110.5604475162,NVDA
2025-03-10T00:00:00.000Z,106.9707576674,112.6802643629,NVDA
2025-03-11T00:00:00.000Z,108.7506038877,106.9707576674,NVDA
2025-03-12T00:00:00.000Z,115.74,108.7506038877,NVDA
2025-03-13T00:00:00.000Z,115.58,115.74,NVDA
2025-03-14T00:00:00.000Z,121.67,115.58,NVDA
2025-03-17T00:00:00.000Z,119.53,121.67,NVDA
2025-03-18T00:00:00.000Z,115.43,119.53,NVDA
2025-03-19T00:00:00.000Z,117.52,115.43,NVDA
2025-03-20T00:00:00.000Z,118.53,117.52,NVDA
2025-03-21T00:00:00.000Z,117.7,118.53,NVDA
2025-03-24T00:00:00.000Z,121.41,117.7,NVDA
2025-03-25T00:00:00.000Z,120.69,121.41,NVDA
2025-03-26T00:00:00.000Z,113.76,120.69,NVDA
2025-03-27T00:00:00.000Z,111.43,113.76,NVDA
2025-03-28T00:00:00.000Z,109.67,111.43,NVDA
2025-03-31T00:00:00.000Z,108.38,109.67,NVDA
2025-04-01T00:00:00.000Z,110.15,108.38,NVDA
2025-04-02T00:00:00.000Z,110.42,110.15,NVDA
2025-04-03T00:00:00.000Z,101.8,110.42,NVDA
2025-04-04T00:00:00.000Z,94.31,101.8,NVDA
2025-04-07T00:00:00.000Z,97.64,94.31,NVDA
2025-04-08T00:00:00.000Z,96.3,97.64,NVDA
2025-04-09T00:00:00.000Z,114.33,96.3,NVDA
2025-04-10T00:00:00.000Z,107.57,114.33,NVDA
2025-04-11T00:00:00.000Z,110.93,107.57,NVDA
2025-04-14T00:00:00.000Z,110.71,110.93,NVDA
2025-04-15T00:00:00.000Z,112.2,110.71,NVDA
2025-04-16T00:00:00.000Z,104.49,112.2,NVDA
2025-04-17T00:00:00.000Z,101.49,104.49,NVDA
2025-04-21T00:00:00.000Z,96.91,101.49,NVDA
2025-04-22T00:00:00.000Z,98.89,96.91,NVDA
2025-04-23T00:00:00.000Z,102.71,98.89,NVDA
2025-04-24T00:00:00.000Z,106.43,102.71,NVDA
2025-04-25T00:00:00.000Z,111.01,106.43,NVDA
2025-04-28T00:00:00.000Z,108.73,111.01,NVDA
2025-04-29T00:00:00.000Z,109.02,108.73,NVDA
2025-04-30T00:00:00.000Z,108.92,109.02,NVDA
2025-05-01T00:00:00.000Z,111.61,108.92,NVDA
2025-05-02T00:00:00.000Z,114.5,111.61,NVDA
2025-05-05T00:00:00.000Z,113.82,114.5,NVDA
2025-05-06T00:00:00.000Z,113.54,113.82,NVDA
2025-05-07T00:00:00.000Z,117.06,113.54,NVDA
2025-02-03T00:00:00.000Z,81.362072604,83.1340233685,NVO
2025-02-04T00:00:00.000Z,81.3325400913,81.362072604,NVO
2025-02-05T00:00:00.000Z,84.3940772455,81.3325400913,NVO
2025-02-06T00:00:00.000Z,85.8116378571,84.3940772455,NVO
2025-02-07T00:00:00.000Z,85.0733250386,85.8116378571,NVO
2025-02-10T00:00:00.000Z,82.6024381392,85.0733250386,NVO
2025-02-11T00:00:00.000Z,82.4350872336,82.6024381392,NVO
2025-02-12T00:00:00.000Z,80.5154739054,82.4350872336,NVO
2025-02-13T00:00:00.000Z,77.6015993149,80.5154739054,NVO
2025-02-14T00:00:00.000Z,76.6565589071,77.6015993149,NVO
2025-02-18T00:00:00.000Z,81.0470591347,76.6565589071,NVO
2025-02-19T00:00:00.000Z,82.1003854225,81.0470591347,NVO
2025-02-20T00:00:00.000Z,82.4350872336,82.1003854225,NVO
2025-02-21T00:00:00.000Z,86.7074574103,82.4350872336,NVO
2025-02-24T00:00:00.000Z,89.1783443097,86.7074574103,NVO
2025-02-25T00:00:00.000Z,89.5327344626,89.1783443097,NVO
2025-02-26T00:00:00.000Z,88.1545505346,89.5327344626,NVO
2025-02-27T00:00:00.000Z,87.8296928945,88.1545505346,NVO
2025-02-28T00:00:00.000Z,89.2374093352,87.8296928945,NVO
2025-03-03T00:00:00.000Z,87.9773554582,89.2374093352,NVO
2025-03-04T00:00:00.000Z,86.1364954973,87.9773554582,NVO
2025-03-05T00:00:00.000Z,89.4441369244,86.1364954973,NVO
2025-03-06T00:00:00.000Z,86.6680807266,89.4441369244,NVO
2025-03-07T00:00:00.000Z,85.8116378571,86.6680807266,NVO
2025-03-10T00:00:00.000Z,77.7197293658,85.8116378571,NVO
2025-03-11T00:00:00.000Z,76.892819009,77.7197293658,NVO
2025-03-12T00:00:00.000Z,73.6245542656,76.892819009,NVO
2025-03-13T00:00:00.000Z,74.7074130661,73.6245542656,NVO
2025-03-14T00:00:00.000Z,75.9477786013,74.7074130661,NVO
2025-03-17T00:00:00.000Z,78.9010298755,75.9477786013,NVO
2025-03-18T00:00:00.000Z,79.7180960614,78.9010298755,NVO
2025-03-19T00:00:00.000Z,77.7689502204,79.7180960614,NVO
2025-03-20T00:00:00.000Z,77.5622226312,77.7689502204,NVO
2025-03-21T00:00:00.000Z,75.6622976448,77.5622226312,NVO
2025-03-24T00:00:00.000Z,74.156139495,75.6622976448,NVO
2025-03-25T00:00:00.000Z,72.4530979268,74.156139495,NVO
2025-03-26T00:00:00.000Z,70.6122379659,72.4530979268,NVO
2025-03-27T00:00:00.000Z,69.0667031324,70.6122379659,NVO
2025-03-28T00:00:00.000Z,68.2201044338,69.0667031324,NVO
2025-03-31T00:00:00.000Z,69.44,68.2201044338,NVO
2025-04-01T00:00:00.000Z,68.03,69.44,NVO
2025-04-02T00:00:00.000Z,68.24,68.03,NVO
2025-04-03T00:00:00.000Z,67.1,68.24,NVO
2025-04-04T00:00:00.000Z,62.55,67.1,NVO
2025-04-07T00:00:00.000Z,63.64,62.55,NVO
2025-04-08T00:00:00.000Z,61.6,63.64,NVO
2025-04-09T00:00:00.000Z,65.09,61.6,NVO
2025-04-10T00:00:00.000Z,61.21,65.09,NVO
2025-04-11T00:00:00.000Z,64.73,61.21,NVO
2025-04-14T00:00:00.000Z,66.06,64.73,NVO
2025-04-15T00:00:00.000Z,64.49,66.06,NVO
2025-04-16T00:00:00.000Z,62.88,64.49,NVO
2025-04-17T00:00:00.000Z,58.08,62.88,NVO
2025-04-21T00:00:00.000Z,58.33,58.08,NVO
2025-04-22T00:00:00.000Z,59.91,58.33,NVO
2025-04-23T00:00:00.000Z,61.3,59.91,NVO
2025-04-24T00:00:00.000Z,62.63,61.3,NVO
2025-04-25T00:00:00.000Z,62.08,62.63,NVO
2025-04-28T00:00:00.000Z,62.62,62.08,NVO
2025-04-29T00:00:00.000Z,65.16,62.62,NVO
2025-04-30T00:00:00.000Z,66.45,65.16,NVO
2025-05-01T00:00:00.000Z,65.6,66.45,NVO
2025-05-02T00:00:00.000Z,69.23,65.6,NVO
2025-05-05T00:00:00.000Z,69.12,69.23,NVO
2025-05-06T00:00:00.000Z,66.29,69.12,NVO
2025-05-07T00:00:00.000Z,67.55,66.29,NVO
2025-02-03T00:00:00.000Z,383.68,404.6,TSLA
2025-02-04T00:00:00.000Z,392.21,383.68,TSLA
2025-02-05T00:00:00.000Z,378.17,392.21,TSLA
2025-02-06T00:00:00.000Z,374.32,378.17,TSLA
2025-02-07T00:00:00.000Z,361.62,374.32,TSLA
2025-02-10T00:00:00.000Z,350.73,361.62,TSLA
2025-02-11T00:00:00.000Z,328.5,350.73,TSLA
2025-02-12T00:00:00.000Z,336.51,328.5,TSLA
2025-02-13T00:00:00.000Z,355.94,336.51,TSLA
2025-02-14T00:00:00.000Z,355.84,355.94,TSLA
2025-02-18T00:00:00.000Z,354.11,355.84,TSLA
2025-02-19T00:00:00.000Z,360.56,354.11,TSLA
2025-02-20T00:00:00.000Z,354.4,360.56,TSLA
2025-02-21T00:00:00.000Z,337.8,354.4,TSLA
2025-02-24T00:00:00.000Z,330.53,337.8,TSLA
2025-02-25T00:00:00.000Z,302.8,330.53,TSLA
2025-02-26T00:00:00.000Z,290.8,302.8,TSLA
2025-02-27T00:00:00.000Z,281.95,290.8,TSLA
2025-02-28T00:00:00.000Z,292.98,281.95,TSLA
2025-03-03T00:00:00.000Z,284.65,292.98,TSLA
2025-03-04T00:00:00.000Z,272.04,284.65,TSLA
2025-03-05T00:00:00.000Z,279.1,272.04,TSLA
2025-03-06T00:00:00.000Z,263.45,279.1,TSLA
2025-03-07T00:00:00.000Z,262.67,263.45,TSLA
2025-03-10T00:00:00.000Z,222.15,262.67,TSLA
2025-03-11T00:00:00.000Z,230.58,222.15,TSLA
2025-03-12T00:00:00.000Z,248.09,230.58,TSLA
2025-03-13T00:00:00.000Z,240.68,248.09,TSLA
2025-03-14T00:00:00.000Z,249.98,240.68,TSLA
2025-03-17T00:00:00.000Z,238.01,249.98,TSLA
2025-03-18T00:00:00.000Z,225.31,238.01,TSLA
2025-03-19T00:00:00.000Z,235.86,225.31,TSLA
2025-03-20T00:00:00.000Z,236.26,235.86,TSLA
2025-03-21T00:00:00.000Z,248.71,236.26,TSLA
2025-03-24T00:00:00.000Z,278.39,248.71,TSLA
2025-03-25T00:00:00.000Z,288.14,278.39,TSLA
2025-03-26T00:00:00.000Z,272.06,288.14,TSLA
2025-03-27T00:00:00.000Z,273.13,272.06,TSLA
2025-03-28T00:00:00.000Z,263.55,273.13,TSLA
2025-03-31T00:00:00.000Z,259.16,263.55,TSLA
2025-04-01T00:00:00.000Z,268.46,259.16,TSLA
2025-04-02T00:00:00.000Z,282.76,268.46,TSLA
2025-04-03T00:00:00.000Z,267.28,282.76,TSLA
2025-04-04T00:00:00.000Z,239.43,267.28,TSLA
2025-04-07T00:00:00.000Z,233.29,239.43,TSLA
2025-04-08T00:00:00.000Z,221.86,233.29,TSLA
2025-04-09T00:00:00.000Z,272.2,221.86,TSLA
2025-04-10T00:00:00.000Z,252.4,272.2,TSLA
2025-04-11T00:00:00.000Z,252.31,252.4,TSLA
2025-04-14T00:00:00.000Z,252.35,252.31,TSLA
2025-04-15T00:00:00.000Z,254.11,252.35,TSLA
2025-04-16T00:00:00.000Z,241.55,254.11,TSLA
2025-04-17T00:00:00.000Z,241.37,241.55,TSLA
2025-04-21T00:00:00.000Z,227.5,241.37,TSLA
2025-04-22T00:00:00.000Z,237.97,227.5,TSLA
2025-04-23T00:00:00.000Z,250.74,237.97,TSLA
2025-04-24T00:00:00.000Z,259.51,250.74,TSLA
2025-04-25T00:00:00.000Z,284.95,259.51,TSLA
2025-04-28T00:00:00.000Z,285.88,284.95,TSLA
2025-04-29T00:00:00.000Z,292.03,285.88,TSLA
2025-04-30T00:00:00.000Z,282.16,292.03,TSLA
2025-05-01T00:00:00.000Z,280.52,282.16,TSLA
2025-05-02T00:00:00.000Z,287.21,280.52,TSLA
2025-05-05T00:00:00.000Z,280.26,287.21,TSLA
2025-05-06T00:00:00.000Z,275.35,280.26,TSLA
2025-05-07T00:00:00.000Z,276.22,275.35,TSLA
